Recall(X),VGG16(Y),EffNetB0(Y),SwinT(Y)
0.4188376753507014,0.5758560716376513,0.607143,0.8028060273801138
0.42084168336673344,0.5757673549125154,0.607143,0.8002676629174903
0.4228456913827655,0.575758,0.607143,0.7922143443902437
0.4248496993987976,0.575758,0.607143,0.783510941003573
0.42685370741482964,0.575758,0.607143,0.7748075376169022
0.4288577154308617,0.575758,0.607143,0.7661041342302315
0.4308617234468938,0.575758,0.607143,0.7574007308435607
0.43286573146292584,0.575758,0.607143,0.74869732745689
0.4348697394789579,0.575758,0.607143,0.7399939240702191
0.4368737474949899,0.575758,0.607143,0.7312905206835487
0.438877755511022,0.575758,0.607143,0.7225871172968779
0.44088176352705405,0.575758,0.607143,0.7138837139102072
0.4428857715430861,0.575758,0.607143,0.7051803105235364
0.4448897795591182,0.575758,0.607143,0.6964769071368656
0.44689378757515025,0.575758,0.607143,0.6877735037501949
0.4488977955911823,0.575758,0.6067277647853847,0.685714
0.4509018036072144,0.575758,0.6061838132251736,0.685714
0.45290581162324645,0.575758,0.6056398616649624,0.685714
0.4549098196392785,0.575758,0.6050959101047512,0.685714
0.4569138276553106,0.575758,0.60455195854454,0.685714
0.45891783567134264,0.575758,0.6040080069843289,0.685714
0.4609218436873747,0.575758,0.6034640554241177,0.685714
0.4629258517034068,0.575758,0.6029201038639066,0.685714
0.46492985971943884,0.575758,0.6023761523036953,0.685714
0.4669338677354709,0.575758,0.6018322007434842,0.685714
0.468937875751503,0.575758,0.6012882491832731,0.685714
0.47094188376753504,0.575758,0.6007442976230619,0.685714
0.4729458917835671,0.575758,0.6002003460628507,0.685714
0.4749498997995992,0.575758,0.5939870240557115,0.685714
0.47695390781563124,0.575758,0.5844680621312545,0.685714
0.4789579158316633,0.575758,0.5749491002067976,0.685714
0.48096192384769537,0.575758,0.5654301382823407,0.685714
0.48296593186372744,0.575758,0.5559111763578838,0.685714
0.4849699398797595,0.575758,0.5463922144334269,0.685714
0.48697394789579157,0.575758,0.5368732525089699,0.685714
0.4889779559118236,0.575758,0.5273542905845132,0.685714
0.49098196392785565,0.575758,0.5178353286600563,0.685714
0.4929859719438877,0.575758,0.5083163667355994,0.685714
0.4949899799599198,0.575758,0.49879740481114254,0.685714
0.49699398797595185,0.575758,0.4892784428866856,0.685714
0.4989979959919839,0.575758,0.4797594809622287,0.685714
0.501002004008016,0.5724091149674332,0.47462365832135467,0.685714
0.503006012024048,0.565711344902299,0.473870974964064,0.685714
0.5050100200400801,0.559013574837165,0.4731182916067734,0.685714
0.5070140280561122,0.5523158047720309,0.4723656082494827,0.685714
0.5090180360721442,0.5456180347068968,0.47161292489219203,0.685714
0.5110220440881763,0.5389202646417628,0.47086024153490136,0.685714
0.5130260521042084,0.5322224945766287,0.47010755817761074,0.685714
0.5150300601202404,0.5255247245114947,0.46935487482032007,0.685714
0.5170340681362725,0.5188269544463605,0.4686021914630294,0.685714
0.5190380761523046,0.5121291843812265,0.4678495081057388,0.685714
0.5210420841683366,0.5054314143160924,0.4670968247484481,0.685714
0.5230460921843687,0.49873364425095834,0.46634414139115743,0.685714
0.5250501002004008,0.4920358741858243,0.46559145803386676,0.685714
0.5270541082164328,0.4875095996452549,0.4643414295293734,0.685714
0.5290581162324649,0.4867075699893479,0.462238424309327,0.685714
0.531062124248497,0.48590554033344086,0.4601354190892806,0.685714
0.533066132264529,0.4851035106775338,0.45803241386923416,0.685714
0.5350701402805611,0.4843014810216268,0.45592940864918774,0.685714
0.5370741482965932,0.48349945136571976,0.4538264034291413,0.685714
0.5390781563126252,0.4826974217098127,0.4517233982090949,0.685714
0.5410821643286573,0.48189539205390564,0.4496203929890485,0.685714
0.5430861723446894,0.4810933623979986,0.4475173877690021,0.685714
0.5450901803607214,0.48029133274209157,0.44541438254895566,0.685714
0.5470941883767535,0.47948930308618454,0.44331137732890924,0.685714
0.5490981963927856,0.4786872734302775,0.4412083721088628,0.685714
0.5511022044088176,0.47788524377437047,0.4391053668888164,0.685714
0.5531062124248497,0.4766814013036143,0.43616892545889807,0.685714
0.5551102204408818,0.47418132229322796,0.43054384287876535,0.685714
0.5571142284569138,0.47168124328284156,0.4249187602986326,0.685714
0.5591182364729459,0.4691811642724552,0.4192936777184999,0.685714
0.561122244488978,0.46668108526206886,0.4136685951383672,0.685714
0.56312625250501,0.4641810062516825,0.40804351255823446,0.685714
0.565130260521042,0.46168092724129633,0.40241842997810207,0.685714
0.567134268537074,0.45918084823091,0.39679334739796934,0.685714
0.5691382765531061,0.45668076922052364,0.3911682648178366,0.685714
0.5711422845691382,0.4541806902101373,0.3855431822377039,0.685714
0.5731462925851702,0.45168061119975095,0.3799180996575712,0.685714
0.5751503006012023,0.4491805321893646,0.37429301707743845,0.685714
0.5771543086172344,0.44668045317897825,0.3686679344973057,0.685714
0.5791583166332664,0.444444,0.363636,0.685714
0.5811623246492985,0.444444,0.363636,0.685714
0.5831663326653306,0.444444,0.363636,0.685714
